datetime,CO,NO2,O3,PM10,PM2.5,SO2,海平面气压(hPa),地面气压(hPa),气温2m(℃),降水量(mm),相对湿度(%),地表温度(℃),蒸发量(mm),潜在蒸发量(mm),"经向风速(V,m/s)","纬向风速(U,m/s)","总太阳辐射度(down,J/m2)","净太阳辐射度(net,J/m2)",直接辐射(J/m2)
1673280000.0,0.72,29.0,70.0,111.0,50.0,10.0,1029.24,1013.48,8.72,0.0,30.38,9.81,-0.04,-0.23,-3.4,-3.52,1039104.0,871488.0,741376.0
1673283600.0,0.67,30.0,67.0,112.0,48.0,10.0,1029.89,1014.09,8.96,0.0,28.65,6.64,-0.02,-0.13,-2.81,-2.47,448384.0,374784.0,263616.0
1673287200.0,0.66,34.0,57.0,108.0,49.0,10.0,1030.77,1014.95,6.06,0.0,37.2,4.12,-0.01,-0.03,-2.71,-1.84,33984.0,28480.0,10240.0
1673290800.0,0.72,37.0,50.0,107.0,50.0,10.0,1031.69,1015.81,6.14,0.0,36.45,3.44,-0.0,-0.02,-3.03,-1.87,0.0,0.0,0.0
1673294400.0,0.72,34.0,48.0,100.0,47.0,10.0,1032.4,1016.47,6.39,0.0,34.73,2.8,-0.0,-0.02,-3.13,-1.86,0.0,0.0,0.0
1673298000.0,0.66,34.0,45.0,92.0,44.0,10.0,1032.62,1016.65,6.27,0.0,33.49,1.85,-0.0,-0.02,-2.81,-1.48,0.0,0.0,0.0
1673301600.0,0.66,34.0,40.0,98.0,44.0,10.0,1032.1,1016.1,5.37,0.0,34.1,1.01,-0.0,-0.02,-2.64,-1.18,0.0,0.0,0.0
1673305200.0,0.63,33.0,39.0,92.0,43.0,10.0,1032.65,1016.61,3.48,0.0,39.22,0.27,-0.0,-0.01,-2.47,-0.88,0.0,0.0,0.0
1673308800.0,0.63,32.0,37.0,86.0,41.0,10.0,1032.94,1016.86,3.34,0.0,39.03,-0.39,-0.0,-0.01,-2.26,-0.75,0.0,0.0,0.0
1673312400.0,0.59,31.0,36.0,82.0,39.0,10.0,1032.86,1016.75,2.16,0.0,42.62,-1.11,-0.0,-0.01,-2.02,-0.82,0.0,0.0,0.0
1673316000.0,0.63,31.0,35.0,78.0,39.0,10.0,1032.65,1016.52,1.79,0.0,43.94,-1.72,-0.0,-0.01,-1.78,-0.87,0.0,0.0,0.0
1673319600.0,0.65,30.0,36.0,81.0,39.0,10.0,1032.39,1016.25,1.1,0.0,46.77,-2.5,-0.0,-0.01,-1.71,-0.73,0.0,0.0,0.0
1673323200.0,0.59,29.0,36.0,72.0,35.0,10.0,1032.09,1015.93,-0.33,0.0,54.34,-3.07,-0.0,-0.01,-1.81,-0.8,0.0,0.0,0.0
1673326800.0,0.62,30.0,34.0,68.0,35.0,10.0,1031.6,1015.44,-0.83,0.0,57.89,-3.67,-0.0,-0.0,-1.81,-0.89,0.0,0.0,0.0
1673330400.0,0.6,32.0,30.0,72.0,36.0,10.0,1031.1,1014.91,-2.13,0.0,62.64,-3.86,-0.0,-0.0,-1.7,-0.43,0.0,0.0,0.0
1673334000.0,0.66,38.0,23.0,77.0,38.0,11.0,1031.66,1015.46,-2.43,0.0,65.19,-4.39,-0.0,-0.0,-1.71,-0.55,0.0,0.0,0.0
1673337600.0,0.69,46.0,17.0,79.0,40.0,12.0,1031.67,1015.46,-2.42,0.0,67.68,-3.46,-0.0,-0.0,-1.3,-0.9,24512.0,20480.0,6336.0
1673341200.0,0.79,50.0,16.0,84.0,42.0,12.0,1031.72,1015.49,-0.82,0.0,61.17,2.24,-0.01,-0.03,-0.58,-0.8,417472.0,348800.0,240256.0
1673344800.0,0.82,44.0,24.0,89.0,47.0,14.0,1031.77,1015.59,4.5,0.0,46.73,7.0,-0.02,-0.1,0.06,-1.05,1006784.0,843840.0,713408.0
1673348400.0,0.75,38.0,37.0,99.0,50.0,13.0,1031.32,1015.24,4.94,0.0,46.68,10.38,-0.04,-0.17,0.77,-1.3,1483264.0,1244928.0,1114112.0
1673352000.0,0.62,29.0,54.0,88.0,41.0,11.0,1030.1,1014.12,5.07,0.0,46.04,12.57,-0.05,-0.22,1.07,-1.01,1823424.0,1531776.0,1429952.0
1673355600.0,0.57,26.0,62.0,71.0,38.0,9.0,1028.54,1012.64,7.82,0.0,40.08,13.76,-0.06,-0.26,0.94,-0.9,1929920.0,1623936.0,1483072.0
1673359200.0,0.52,23.0,67.0,65.0,37.0,8.0,1026.97,1011.15,7.74,0.0,39.76,13.79,-0.06,-0.26,0.68,-0.98,1785216.0,1503040.0,1345472.0
1673362800.0,0.5,21.0,73.0,58.0,36.0,8.0,1025.84,1010.07,7.67,0.0,39.59,12.63,-0.05,-0.22,0.64,-1.25,1447360.0,1216576.0,1086720.0
1673366400.0,0.49,22.0,74.0,60.0,38.0,8.0,1025.3,1009.55,6.97,0.0,42.96,10.19,-0.04,-0.17,0.87,-1.48,1003968.0,841472.0,685504.0
1673370000.0,0.5,26.0,69.0,62.0,39.0,7.0,1025.2,1009.46,7.32,0.0,44.4,5.69,-0.02,-0.08,0.77,-1.2,439488.0,367488.0,252672.0
1673373600.0,0.53,34.0,59.0,64.0,38.0,6.0,1025.02,1009.24,3.42,0.0,57.16,1.3,-0.0,-0.01,1.34,-1.95,35456.0,29696.0,10496.0
1673377200.0,0.58,42.0,49.0,67.0,39.0,7.0,1025.92,1010.13,3.34,0.0,58.54,0.94,-0.0,-0.0,1.21,-2.12,0.0,0.0,0.0
1673380800.0,0.62,48.0,42.0,69.0,41.0,8.0,1025.85,1010.06,3.37,0.0,58.49,-0.21,-0.0,-0.0,1.52,-2.11,0.0,0.0,0.0
1673384400.0,0.62,49.0,38.0,71.0,45.0,7.0,1025.46,1009.66,3.64,0.0,57.58,0.08,-0.0,-0.0,1.7,-1.63,0.0,0.0,0.0
1673388000.0,0.63,48.0,35.0,79.0,49.0,7.0,1025.47,1009.66,3.49,0.0,60.73,-1.05,-0.0,-0.0,2.0,-1.26,0.0,0.0,0.0
1673391600.0,0.65,47.0,33.0,81.0,56.0,7.0,1025.53,1009.71,2.26,0.0,65.47,0.2,-0.0,-0.0,1.73,-0.75,0.0,0.0,0.0
1673395200.0,0.7,48.0,27.0,91.0,67.0,7.0,1025.06,1009.23,2.36,0.0,65.7,-1.24,-0.0,-0.0,1.92,-0.67,0.0,0.0,0.0
1673398800.0,0.7,47.0,29.0,94.0,71.0,7.0,1024.84,1009.0,1.56,0.0,69.18,-1.47,-0.0,-0.0,1.85,-0.59,0.0,0.0,0.0
1673402400.0,0.67,45.0,31.0,89.0,73.0,6.0,1024.4,1008.55,1.52,0.0,68.95,-0.77,-0.0,-0.0,1.66,-0.52,0.0,0.0,0.0
1673406000.0,0.7,48.0,26.0,93.0,74.0,6.0,1024.09,1008.23,1.2,0.0,71.31,-2.12,-0.0,-0.0,1.78,-0.7,0.0,0.0,0.0
1673409600.0,0.71,47.0,26.0,93.0,79.0,6.0,1023.66,1007.78,0.76,0.0,77.48,-1.87,-0.0,-0.0,1.67,-0.7,0.0,0.0,0.0
1673413200.0,0.69,40.0,33.0,102.0,85.0,6.0,1023.07,1007.2,0.47,0.0,80.48,-2.15,-0.0,-0.0,1.63,-0.95,0.0,0.0,0.0
1673416800.0,0.69,23.0,55.0,97.0,95.0,6.0,1022.64,1006.68,0.63,0.0,84.09,-2.79,-0.0,0.0,1.82,-0.46,0.0,0.0,0.0
1673420400.0,0.69,20.0,60.0,103.0,106.0,5.0,1022.77,1006.79,0.25,0.0,85.68,-3.13,0.0,0.0,1.84,-0.35,0.0,0.0,0.0
1673424000.0,0.76,24.0,53.0,118.0,112.0,5.0,1023.12,1007.13,0.42,0.0,85.51,-1.92,0.0,0.0,1.57,-0.4,23296.0,19456.0,5376.0
1673427600.0,0.83,24.0,53.0,118.0,110.0,7.0,1022.73,1006.74,0.8,0.0,81.76,3.41,-0.0,-0.02,1.18,-0.45,382656.0,320064.0,203648.0
1673431200.0,0.85,26.0,53.0,121.0,114.0,6.0,1022.71,1006.75,4.71,0.0,70.7,7.84,-0.02,-0.08,1.44,-0.42,958656.0,803520.0,652800.0
1673434800.0,0.86,28.0,56.0,132.0,118.0,6.0,1022.22,1006.37,4.7,0.0,69.48,11.1,-0.03,-0.15,1.99,-0.37,1467904.0,1233536.0,1097600.0
1673438400.0,0.86,27.0,60.0,140.0,119.0,7.0,1021.08,1005.34,5.07,0.0,68.27,13.36,-0.05,-0.21,2.63,-0.32,1809408.0,1521856.0,1404480.0
1673442000.0,0.89,27.0,62.0,139.0,125.0,6.0,1019.46,1003.83,8.1,0.0,58.54,14.9,-0.06,-0.25,3.01,-0.13,1943872.0,1635776.0,1528000.0
1673445600.0,0.89,29.0,61.0,147.0,134.0,6.0,1017.73,1002.2,8.27,0.0,57.89,14.91,-0.06,-0.26,3.3,-0.17,1841600.0,1549056.0,1438784.0
1673449200.0,0.92,29.0,58.0,156.0,141.0,6.0,1016.98,1001.51,8.39,0.0,57.44,13.78,-0.04,-0.2,3.44,-0.31,1351936.0,1136896.0,932928.0
1673452800.0,0.93,29.0,54.0,167.0,147.0,5.0,1016.34,1000.91,8.24,0.0,59.14,12.36,-0.03,-0.16,3.25,-0.55,974784.0,818112.0,605632.0
1673456400.0,0.95,31.0,49.0,170.0,146.33,5.0,1016.51,1001.08,8.1,0.0,61.04,8.16,-0.01,-0.08,1.58,-0.8,446272.0,373120.0,251520.0
1673460000.0,0.94,36.0,43.0,173.0,145.67,4.0,1017.25,1001.69,4.63,0.0,80.2,2.9,-0.0,-0.0,2.19,-1.18,37376.0,31232.0,10624.0
1673463600.0,0.97,36.0,43.0,189.0,145.0,5.0,1017.68,1002.11,5.79,0.0,74.88,1.7,-0.0,-0.0,1.68,-1.67,0.0,0.0,0.0
1673467200.0,0.99,35.0,42.0,193.0,144.33,4.0,1017.18,1001.61,5.8,0.0,76.75,1.61,-0.0,-0.0,1.35,-1.92,0.0,0.0,0.0
1673470800.0,0.98,34.0,43.0,190.0,143.67,4.0,1017.08,1001.52,5.79,0.0,78.67,1.23,-0.0,-0.0,1.43,-2.0,0.0,0.0,0.0
1673474400.0,0.98,39.0,34.0,194.0,143.0,4.0,1017.17,1001.6,4.93,0.0,83.04,0.68,0.0,0.0,1.58,-1.81,0.0,0.0,0.0
1673478000.0,0.98,46.0,24.0,195.0,142.33,4.0,1017.09,1001.53,3.76,0.0,86.31,0.74,0.0,0.0,1.7,-1.56,0.0,0.0,0.0
1673481600.0,0.95,50.0,17.0,198.0,141.67,4.0,1017.05,1001.48,3.75,0.0,86.29,-0.6,0.0,0.0,1.9,-1.49,0.0,0.0,0.0
1673485200.0,0.96,46.0,18.0,199.0,141.0,4.0,1016.5,1000.93,3.12,0.0,88.91,-0.28,0.0,0.0,1.31,-1.18,0.0,0.0,0.0
1673488800.0,0.93,33.0,33.0,199.0,140.33,4.0,1015.96,1000.39,3.87,0.0,88.18,0.36,0.0,0.0,-0.05,-1.35,0.0,0.0,0.0
1673492400.0,0.91,29.0,38.0,193.0,139.67,4.0,1015.48,999.89,3.43,0.0,88.82,-0.4,0.0,0.0,-0.73,-1.68,0.0,0.0,0.0
1673496000.0,0.95,30.0,34.0,190.0,139.0,5.0,1014.37,998.77,3.42,0.0,90.32,0.98,0.0,0.0,-0.51,-1.76,0.0,0.0,0.0
1673499600.0,0.94,28.0,35.0,190.0,138.33,5.0,1013.77,998.14,2.69,0.0,91.45,1.0,0.0,0.0,-0.35,-1.74,0.0,0.0,0.0
1673503200.0,0.97,26.0,37.0,177.0,137.67,5.0,1013.16,997.46,2.35,0.0,91.5,0.73,0.0,0.0,-0.74,-1.2,0.0,0.0,0.0
1673506800.0,0.92,29.0,33.0,156.0,137.0,4.0,1013.67,997.93,2.75,0.0,90.2,1.71,-0.0,-0.0,-0.89,-1.03,0.0,0.0,0.0
1673510400.0,0.93,32.0,26.0,146.0,130.0,4.0,1013.93,998.16,2.98,0.0,87.42,2.58,-0.0,-0.0,-1.05,-0.75,8000.0,6720.0,0.0
1673514000.0,0.98,32.0,23.0,138.0,128.0,4.0,1014.33,998.55,2.5,0.04,87.88,5.04,-0.0,-0.01,-0.78,-0.49,85568.0,71360.0,0.0
1673517600.0,0.99,34.0,19.0,145.0,135.0,4.0,1014.35,998.58,3.75,0.05,84.42,6.03,-0.01,-0.02,-0.86,-0.73,227712.0,197632.0,16256.0
1673521200.0,1.05,37.0,17.0,163.0,142.0,5.0,1014.11,998.37,3.67,0.1,84.67,6.57,-0.02,-0.03,-1.02,-0.77,238528.0,204032.0,3840.0
1673524800.0,1.07,36.0,17.0,173.0,145.0,5.0,1013.28,997.58,3.98,0.09,83.58,6.27,-0.04,-0.05,-1.47,-0.76,489984.0,416640.0,49920.0
1673528400.0,1.05,38.0,14.0,177.0,145.09,5.0,1011.87,996.2,4.27,0.18,85.88,6.27,-0.05,-0.05,-1.71,-0.76,377216.0,316032.0,22080.0
1673532000.0,1.03,39.0,13.0,188.0,145.18,5.0,1011.15,995.5,4.01,0.28,88.45,6.18,-0.07,-0.05,-1.51,-1.21,400960.0,337536.0,19584.0
1673535600.0,1.06,42.0,11.0,195.0,145.27,4.0,1010.58,994.94,3.78,0.06,89.3,5.82,-0.05,-0.03,-1.5,-0.98,341504.0,286656.0,896.0
1673539200.0,1.14,45.0,11.0,200.0,145.36,5.0,1010.8,995.16,3.83,0.02,90.7,6.15,-0.03,-0.02,-1.7,-0.95,178368.0,147776.0,768.0
1673542800.0,1.25,53.0,9.0,202.0,145.45,5.0,1010.97,995.33,4.04,0.0,89.33,5.64,-0.02,-0.01,-1.62,-0.92,146304.0,122240.0,28480.0
1673546400.0,1.27,60.0,5.0,219.0,145.55,5.0,1012.11,996.32,3.69,0.0,92.34,3.64,-0.01,-0.0,-2.02,-0.91,11776.0,9856.0,0.0
1673550000.0,1.28,62.0,4.0,225.0,145.64,5.0,1012.85,997.05,3.77,0.0,91.8,3.53,-0.01,-0.0,-2.48,-0.76,0.0,0.0,0.0
1673553600.0,1.37,62.0,4.0,206.0,145.73,6.0,1013.12,997.3,3.77,0.0,90.67,3.27,-0.01,-0.0,-2.76,-0.79,0.0,0.0,0.0
1673557200.0,1.4,62.0,3.0,204.0,145.82,5.0,1013.64,997.8,3.68,0.02,89.77,3.07,-0.01,-0.0,-2.63,-0.68,0.0,0.0,0.0
1673560800.0,1.44,60.0,3.0,191.0,145.91,5.0,1013.86,998.01,3.4,0.01,89.96,2.92,-0.01,-0.0,-2.42,-0.56,0.0,0.0,0.0
1673564400.0,1.44,57.0,3.0,174.0,146.0,5.0,1014.04,998.18,3.14,0.01,88.52,2.92,-0.01,-0.0,-2.32,-0.16,0.0,0.0,0.0
1673568000.0,1.44,55.0,4.0,167.0,146.0,5.0,1014.39,998.53,3.08,0.0,87.34,2.89,-0.01,-0.0,-2.35,0.19,0.0,0.0,0.0
1673571600.0,1.44,53.0,4.0,173.0,147.0,6.0,1014.7,998.84,2.96,0.01,85.21,2.85,-0.01,-0.01,-2.55,0.23,0.0,0.0,0.0
1673575200.0,1.44,53.0,4.0,190.0,146.98,6.0,1014.31,998.45,3.08,0.01,83.41,2.78,-0.01,-0.01,-2.71,0.12,0.0,0.0,0.0
1673578800.0,1.44,54.0,3.0,198.0,146.97,8.0,1014.81,998.96,3.22,0.01,81.31,2.88,-0.01,-0.01,-2.59,-0.02,0.0,0.0,0.0
1673582400.0,1.44,54.0,3.0,201.0,146.95,9.0,1014.55,998.7,3.24,0.01,80.28,2.65,-0.01,-0.01,-2.26,-0.11,0.0,0.0,0.0
1673586000.0,1.44,54.0,3.0,206.0,146.94,9.0,1014.23,998.4,3.25,0.0,79.85,2.94,-0.01,-0.01,-2.02,-0.01,0.0,0.0,0.0
1673589600.0,1.44,54.0,3.0,207.0,146.92,8.0,1014.59,998.74,3.64,0.0,81.3,3.02,-0.01,-0.01,-2.27,-0.08,0.0,0.0,0.0
1673593200.0,1.42,53.0,3.0,220.0,146.91,8.0,1015.09,999.24,3.82,0.0,80.16,3.15,-0.01,-0.01,-2.6,-0.11,0.0,0.0,0.0
1673596800.0,1.4,52.0,4.0,219.0,146.89,8.0,1015.7,999.84,3.94,0.0,79.02,3.41,-0.01,-0.01,-2.83,-0.09,10176.0,8448.0,128.0
1673600400.0,1.38,51.0,4.0,223.0,146.87,7.0,1016.2,1000.35,3.65,0.0,77.99,3.95,-0.01,-0.03,-3.3,0.15,140800.0,119488.0,3008.0
1673604000.0,1.36,49.0,5.0,231.0,146.86,8.0,1017.1,1001.25,4.31,0.0,75.85,5.25,-0.02,-0.04,-3.49,0.32,228352.0,192000.0,10176.0
1673607600.0,1.35,47.0,7.0,231.0,146.84,8.0,1017.54,1001.72,4.58,0.01,74.83,6.55,-0.03,-0.08,-3.26,0.2,575680.0,487104.0,130816.0
1673611200.0,1.33,48.0,6.0,220.0,146.83,8.0,1017.1,1001.33,4.91,0.0,74.39,7.7,-0.03,-0.1,-3.44,0.2,665280.0,563520.0,237376.0
1673614800.0,1.31,50.0,6.0,196.0,146.81,8.0,1016.29,1000.56,6.05,0.0,71.75,7.3,-0.03,-0.11,-3.46,0.39,699328.0,587200.0,199808.0
1673618400.0,1.29,49.0,7.0,179.0,146.8,8.0,1015.77,1000.08,6.42,0.0,71.39,7.49,-0.02,-0.11,-3.56,-0.03,583872.0,490304.0,125312.0
1673622000.0,1.27,48.0,8.0,171.0,146.78,8.0,1015.43,999.76,6.78,0.02,70.77,7.94,-0.02,-0.07,-3.19,-0.31,358592.0,306304.0,62080.0
1673625600.0,1.25,50.0,5.0,178.0,146.76,7.0,1016.01,1000.36,6.85,0.02,67.95,7.39,-0.02,-0.06,-2.3,0.31,311040.0,270400.0,72320.0
1673629200.0,1.24,53.0,4.0,199.0,146.75,6.0,1017.04,1001.39,7.21,0.06,66.66,6.79,-0.01,-0.03,-1.93,0.8,111552.0,94272.0,2688.0
1673632800.0,1.22,59.0,3.0,227.0,146.73,7.0,1018.48,1002.78,5.82,0.13,79.21,4.83,-0.01,-0.01,-1.61,1.2,16320.0,13568.0,2432.0
1673636400.0,1.2,62.0,4.0,248.0,146.72,8.0,1018.61,1002.92,5.8,0.21,80.89,4.79,-0.01,-0.01,-2.48,0.93,0.0,0.0,0.0
1673640000.0,1.18,64.0,5.0,235.0,146.7,10.0,1019.64,1003.91,6.21,0.23,79.08,4.59,-0.02,-0.01,-3.19,0.59,0.0,0.0,0.0
1673643600.0,1.16,60.0,9.0,215.0,146.69,10.0,1020.33,1004.59,6.54,0.29,81.06,4.53,-0.03,-0.01,-3.38,0.75,0.0,0.0,0.0
1673647200.0,1.14,62.0,6.0,210.0,146.67,10.0,1020.88,1005.13,6.49,0.37,84.32,4.79,-0.04,-0.01,-3.89,0.71,0.0,0.0,0.0
1673650800.0,1.13,61.0,5.0,216.0,145.44,11.0,1021.51,1005.75,4.81,0.4,91.64,4.8,-0.05,-0.01,-4.23,0.9,0.0,0.0,0.0
1673654400.0,1.11,56.0,10.0,215.0,144.22,9.0,1021.99,1006.19,4.93,0.53,93.39,4.75,-0.05,-0.0,-4.53,0.92,0.0,0.0,0.0
1673658000.0,1.09,44.0,17.0,188.0,143.0,7.0,1022.5,1006.66,4.06,0.36,94.41,4.58,-0.05,-0.0,-5.34,0.03,0.0,0.0,0.0
1673661600.0,1.07,26.0,26.0,148.0,77.0,7.0,1023.77,1007.82,2.53,0.38,95.69,3.48,-0.06,-0.0,-6.66,-1.35,0.0,0.0,0.0
1673665200.0,0.78,15.0,32.0,80.0,32.0,5.0,1025.43,1009.33,1.73,0.63,94.77,1.62,-0.05,-0.0,-7.0,-1.59,0.0,0.0,0.0
1673668800.0,0.57,8.0,42.0,23.0,19.0,4.0,1025.66,1009.53,0.19,0.45,90.5,0.63,-0.06,-0.0,-7.11,-1.87,0.0,0.0,0.0
1673672400.0,0.55,8.0,38.0,15.0,18.0,4.0,1026.55,1010.37,0.53,0.37,89.22,0.23,-0.05,-0.01,-6.99,-2.01,0.0,0.0,0.0
1673676000.0,0.57,9.0,36.0,15.0,18.0,4.0,1026.98,1010.8,-0.58,0.39,89.13,0.41,-0.04,-0.01,-5.65,-1.25,0.0,0.0,0.0
1673679600.0,0.61,11.0,35.0,15.0,20.0,4.0,1028.27,1012.02,-0.71,0.41,87.68,-0.32,-0.03,-0.01,-6.31,-1.92,0.0,0.0,0.0
1673683200.0,0.62,13.0,34.0,21.0,20.0,4.0,1029.89,1013.57,-0.85,0.31,86.44,-0.93,-0.02,-0.01,-6.41,-1.77,9088.0,6976.0,192.0
1673686800.0,0.62,14.0,32.0,19.0,20.0,4.0,1030.82,1014.46,-0.96,0.19,85.9,-0.99,-0.03,-0.03,-6.58,-1.75,132288.0,99200.0,12416.0
1673690400.0,0.65,14.0,33.0,25.0,19.0,4.0,1031.76,1015.36,-1.24,0.11,79.44,-0.66,-0.03,-0.05,-7.17,-2.5,299328.0,224192.0,14272.0
1673694000.0,0.61,13.0,41.0,20.0,20.0,4.0,1032.4,1015.98,-1.36,0.1,79.47,-0.33,-0.04,-0.07,-7.14,-2.78,446400.0,334528.0,29440.0
1673697600.0,0.53,12.0,44.0,28.0,19.0,4.0,1032.08,1015.65,-0.69,0.07,73.18,-0.51,-0.05,-0.12,-6.7,-2.79,982784.0,731264.0,222208.0
1673701200.0,0.51,11.0,53.0,23.0,16.0,4.0,1032.03,1015.62,-0.96,0.04,69.67,0.44,-0.06,-0.15,-7.29,-3.11,1148864.0,850432.0,362880.0
1673704800.0,0.45,10.0,62.0,22.0,12.0,4.0,1031.59,1015.17,-1.22,0.03,70.2,-0.85,-0.05,-0.13,-5.98,-2.73,935872.0,698112.0,158080.0
1673708400.0,0.39,9.0,67.0,38.0,10.0,4.0,1031.95,1015.53,-1.41,0.06,69.41,-0.03,-0.02,-0.11,-5.45,-3.02,732288.0,613376.0,127936.0
1673712000.0,0.42,11.0,64.0,44.0,10.0,4.0,1031.94,1015.51,-2.31,0.12,69.0,-1.07,-0.02,-0.08,-4.81,-2.75,463808.0,386688.0,62912.0
1673715600.0,0.42,13.0,61.0,41.0,10.0,4.0,1032.5,1016.03,-2.49,0.18,70.45,-1.98,-0.02,-0.05,-4.41,-2.31,217344.0,181312.0,14400.0
1673719200.0,0.41,14.0,60.0,39.0,11.0,4.0,1033.66,1017.18,-3.41,0.13,75.85,-2.11,-0.01,-0.02,-3.62,-1.94,27776.0,22784.0,0.0
1673722800.0,0.4,13.0,57.0,33.0,11.0,4.0,1034.17,1017.67,-3.34,0.06,75.55,-2.33,-0.01,-0.01,-3.79,-1.47,0.0,0.0,0.0
1673726400.0,0.39,14.0,56.0,37.0,12.0,4.0,1035.51,1018.96,-3.31,0.03,73.61,-2.41,-0.01,-0.01,-3.69,-1.07,0.0,0.0,0.0
1673733600.0,0.39,13.0,58.0,40.0,12.0,4.0,1037.59,1020.98,-3.19,0.1,64.79,-2.98,-0.01,-0.01,-2.92,-0.61,0.0,0.0,0.0
1673737200.0,0.41,12.0,56.0,31.0,13.0,4.0,1037.84,1021.2,-3.82,0.14,61.94,-3.34,-0.01,-0.01,-2.82,-0.9,0.0,0.0,0.0
1673740800.0,0.45,12.0,55.0,30.0,13.0,4.0,1037.46,1020.81,-3.88,0.1,64.94,-3.88,-0.01,-0.01,-2.53,-0.82,0.0,0.0,0.0
1673744400.0,0.47,12.0,54.0,24.0,13.0,4.0,1037.4,1020.74,-4.1,0.05,65.22,-4.68,-0.01,-0.01,-2.32,-0.1,0.0,0.0,0.0
1673748000.0,0.52,13.0,51.0,26.0,15.0,5.0,1037.0,1020.35,-4.38,0.01,68.41,-6.09,-0.0,-0.01,-1.66,-0.04,0.0,0.0,0.0
1673751600.0,0.51,13.0,50.0,29.0,16.0,5.0,1036.92,1020.27,-4.35,0.0,69.8,-5.57,-0.0,-0.01,-1.4,0.2,0.0,0.0,0.0
1673755200.0,0.51,13.0,49.0,29.0,17.0,4.0,1036.42,1019.78,-4.53,0.0,66.97,-6.09,-0.0,-0.01,-1.31,0.31,0.0,0.0,0.0
1673758800.0,0.52,14.0,46.0,30.0,20.0,5.0,1035.81,1019.17,-4.58,0.0,69.31,-5.9,-0.0,-0.01,-1.12,0.28,0.0,0.0,0.0
1673762400.0,0.52,16.0,41.0,31.0,21.0,5.0,1035.3,1018.7,-5.14,0.0,69.87,-6.06,-0.0,-0.01,-0.42,1.23,0.0,0.0,0.0
1673766000.0,0.53,20.0,36.0,33.0,22.0,5.0,1035.19,1018.61,-5.03,0.0,68.94,-4.55,-0.0,-0.01,-0.69,0.24,0.0,0.0,0.0
1673769600.0,0.54,24.0,32.0,34.0,24.0,5.0,1036.31,1019.71,-5.04,0.0,67.81,-4.02,-0.0,-0.01,0.49,0.29,21888.0,15872.0,1984.0
1673773200.0,0.56,23.0,34.0,38.0,27.0,5.0,1037.09,1020.51,-4.93,0.0,57.29,-2.64,-0.01,-0.04,1.27,0.38,299328.0,216256.0,48832.0
1673776800.0,0.53,19.0,42.0,43.0,25.0,6.0,1036.8,1020.27,-2.08,0.0,50.52,-0.07,-0.02,-0.09,1.3,0.45,671168.0,486272.0,136000.0
1673780400.0,0.48,16.0,51.0,49.0,19.0,6.0,1036.31,1019.84,-2.05,0.0,53.07,1.2,-0.03,-0.13,1.21,0.8,1173760.0,851968.0,570752.0
1673784000.0,0.43,12.0,59.0,41.0,13.0,6.0,1034.75,1018.37,-1.41,0.0,52.48,3.82,-0.04,-0.19,0.41,1.59,1864896.0,1355840.0,1434816.0
1673787600.0,0.39,10.0,67.0,37.0,10.0,6.0,1033.45,1017.15,0.57,0.0,42.49,5.14,-0.06,-0.22,-0.85,2.35,1986368.0,1442304.0,1350720.0
1673791200.0,0.36,10.0,72.0,36.0,9.0,6.0,1031.76,1015.52,0.53,0.0,37.89,5.19,-0.06,-0.21,-1.54,2.71,1627264.0,1179456.0,861824.0
1673794800.0,0.34,10.0,74.0,32.0,9.0,5.0,1031.39,1015.19,0.6,0.0,34.14,4.02,-0.06,-0.21,-1.65,2.97,1395072.0,1134080.0,716288.0
1673798400.0,0.34,12.0,72.0,35.0,10.0,5.0,1030.74,1014.58,0.54,0.0,34.1,2.37,-0.05,-0.18,-1.58,2.99,930688.0,756160.0,426304.0
1673802000.0,0.35,16.0,67.0,36.0,12.0,5.0,1030.98,1014.81,0.42,0.0,34.61,-0.6,-0.03,-0.11,-0.58,1.8,423360.0,343616.0,142080.0
1673805600.0,0.39,19.0,62.0,46.0,14.0,5.0,1031.38,1015.13,-0.99,0.0,38.0,-3.34,-0.01,-0.02,0.27,2.01,35456.0,28672.0,6592.0
1673809200.0,0.41,23.0,57.0,39.0,16.0,5.0,1031.84,1015.57,-1.01,0.0,39.14,-2.65,-0.0,-0.01,-0.04,2.41,0.0,0.0,0.0
1673812800.0,0.44,22.0,55.0,42.0,18.0,6.0,1032.75,1016.44,-1.1,0.0,38.48,-3.32,-0.01,-0.01,-0.43,2.96,0.0,0.0,0.0
1673816400.0,0.45,20.0,55.0,45.0,18.0,6.0,1033.22,1016.87,-1.38,0.0,36.78,-3.81,-0.01,-0.01,-0.98,3.22,0.0,0.0,0.0
1673820000.0,0.49,19.0,56.0,47.0,18.0,7.0,1033.34,1016.96,-2.05,0.0,35.69,-4.28,-0.01,-0.01,-1.43,3.17,0.0,0.0,0.0
1673823600.0,0.51,18.0,56.0,42.0,16.0,7.0,1033.47,1017.09,-3.52,0.0,37.74,-4.95,-0.01,-0.01,-1.51,2.8,0.0,0.0,0.0
1673827200.0,0.54,17.0,57.0,40.0,16.0,8.0,1033.56,1017.16,-3.23,0.0,34.13,-5.36,-0.01,-0.01,-1.84,2.84,0.0,0.0,0.0
1673830800.0,0.54,17.0,55.0,40.0,16.0,8.0,1033.13,1016.72,-3.68,0.0,35.34,-5.56,-0.01,-0.01,-1.96,2.49,0.0,0.0,0.0
